9900,9900,1.0
9900,9901,0.46677401822
9900,9803,0.323937414594
9900,9801,0.382450666594
9900,9800,0.510432935421
9900,0,0.766386826063
9900,9701,0.55814243965
9900,9702,0.581052211312
9900,9703,0.353065431452
9901,9901,1.0
9901,9803,0.323889201054
9901,9801,0.333868617825
9901,9800,0.481850539586
9901,0,0.576423459028
9901,9701,0.508670966041
9901,9702,0.561243189403
9901,9703,0.381752794717
9803,9803,1.0
9803,9801,0.287435590462
9803,9800,0.376722587093
9803,0,0.378440541108
9803,9701,0.28270004998
9803,9702,0.455322817281
9803,9703,0.281115379041
9801,9801,1.0
9801,9800,0.34147947237
9801,0,0.427227614949
9801,9701,0.405757081176
9801,9702,0.447803003143
9801,9703,0.416780708659
9800,9800,1.0
9800,0,0.599756533106
9800,9701,0.469930143468
9800,9702,0.695935076241
9800,9703,0.450429200334
0,0,1.0
0,9701,0.659539887692
0,9702,0.648105575425
0,9703,0.400990497769
9701,9701,1.0
9701,9702,0.585910764089
9701,9703,0.315812527621
9702,9702,1.0
9702,9703,0.471820041875
9703,9703,1.0
